outlet,article URL,backlink present yes/no,current backlink target,desired Radiance target page,outreach priority,verification status,topic,publication date,official logo URL,source record,audited at
Shekhawatisamachar,https://shekhawatisamachar.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Sikkimsamachar,https://sikkimsamachar.in/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Srinagarbulletin,https://srinagarbulletin.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Swatantravaani,https://swatantravaani.in/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Telaganatalks,https://telaganatalks.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Thebuzzbharat,https://thebuzzbharat.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Thecapitalnews,https://thecapitalnews.in/index.php/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Thedailymetro,https://thedailymetro.in/index.php/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Thedeccanmessenger,https://thedeccanmessenger.com/index.php/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Theeveningpost,https://theeveningpost.in/index.php/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Theiconicnews,https://theiconicnews.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Theindianinfluencer,https://theindianinfluencer.com/index.php/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Truetimes,https://truetimes.in/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Typicalnews,https://typicalnews.in/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Udaipurdispatch,https://udaipurdispatch.com/2026/09/15/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Up Patrika,https://up-patrika.com/lifestyle/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Up18 News,https://up18news.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,yes,http://www.radianceclinics.com/,/pigmentation-treatment-bhubaneswar,medium,verified live article,Pigmentation & Skin Care,2026-09-15T16:52:08+00:00,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Vaanilive24,https://vaanilive24.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Vartaone,https://vartaone.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Visakhapatnamtoday,https://visakhapatnamtoday.in/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Vishvasamvaad,https://vishvasamvaad.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Vizagmirror,https://vizagmirror.com/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable: URLError,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
Yourbangalore,https://yourbangalore.com/lifestyle/dr-satyartha-prakash-on-the-changing-science-of-pigmentation-and-skin-care/,no,,/pigmentation-treatment-bhubaneswar,review source,unavailable,Pigmentation & Skin Care,,,Report_NWplus_170926 (1).pdf,2026-09-18T16:14:45.010499+00:00
